time_utc,temp_c,rh_pct,precip_mm
2026-04-15T05:00:00+00:00,19.7,99.0,0.00
2026-04-15T06:00:00+00:00,19.9,99.0,0.00
2026-04-15T07:00:00+00:00,19.5,98.0,0.00
2026-04-15T08:00:00+00:00,19.5,98.0,0.00
2026-04-15T09:00:00+00:00,19.6,97.0,0.00
2026-04-15T10:00:00+00:00,19.3,98.0,0.00
2026-04-15T11:00:00+00:00,19.6,95.0,0.00
2026-04-15T12:00:00+00:00,20.7,90.0,0.00
2026-04-15T13:00:00+00:00,21.9,83.0,0.00
2026-04-15T14:00:00+00:00,23.0,76.0,0.00
2026-04-15T15:00:00+00:00,23.2,75.0,0.00
2026-04-15T16:00:00+00:00,23.5,74.0,0.00
2026-04-15T17:00:00+00:00,23.5,75.0,0.00
2026-04-15T18:00:00+00:00,23.3,75.0,0.00
2026-04-15T19:00:00+00:00,22.7,76.0,0.00
2026-04-15T20:00:00+00:00,22.6,78.0,0.00
2026-04-15T21:00:00+00:00,21.2,89.0,0.00
2026-04-15T22:00:00+00:00,20.4,93.0,0.00
2026-04-15T23:00:00+00:00,20.2,91.0,0.00
2026-04-16T00:00:00+00:00,20.3,90.0,0.00
2026-04-16T01:00:00+00:00,20.0,93.0,0.30
2026-04-16T02:00:00+00:00,19.4,97.0,2.50
2026-04-16T03:00:00+00:00,19.2,98.0,3.10
2026-04-16T04:00:00+00:00,19.1,98.0,0.60
2026-04-16T05:00:00+00:00,19.1,98.0,0.50
2026-04-16T06:00:00+00:00,19.2,97.0,0.60
2026-04-16T07:00:00+00:00,19.0,98.0,0.80
2026-04-16T08:00:00+00:00,19.0,98.0,0.80
2026-04-16T09:00:00+00:00,18.9,98.0,1.30
2026-04-16T10:00:00+00:00,18.5,99.0,3.20
2026-04-16T11:00:00+00:00,18.5,99.0,4.00
2026-04-16T12:00:00+00:00,19.6,99.0,3.50
2026-04-16T13:00:00+00:00,19.5,99.0,1.80
2026-04-16T14:00:00+00:00,20.0,98.0,1.40
2026-04-16T15:00:00+00:00,20.3,95.0,0.80
2026-04-16T16:00:00+00:00,21.1,96.0,0.40
2026-04-16T17:00:00+00:00,21.8,87.0,0.50
2026-04-16T18:00:00+00:00,20.9,97.0,1.00
2026-04-16T19:00:00+00:00,20.3,94.0,1.70
2026-04-16T20:00:00+00:00,20.9,91.0,0.10
2026-04-16T21:00:00+00:00,20.0,92.0,0.40
2026-04-16T22:00:00+00:00,19.0,98.0,0.40
2026-04-16T23:00:00+00:00,18.8,98.0,0.00
2026-04-17T00:00:00+00:00,18.6,99.0,0.00
2026-04-17T01:00:00+00:00,18.4,99.0,0.00
2026-04-17T02:00:00+00:00,18.5,99.0,0.00
2026-04-17T03:00:00+00:00,18.5,100.0,0.00
2026-04-17T04:00:00+00:00,18.5,100.0,0.00
2026-04-17T05:00:00+00:00,18.4,99.0,0.10
2026-04-17T06:00:00+00:00,18.0,100.0,0.10
2026-04-17T07:00:00+00:00,17.7,99.0,0.00
2026-04-17T08:00:00+00:00,17.3,99.0,0.10
2026-04-17T09:00:00+00:00,17.3,99.0,0.10
2026-04-17T10:00:00+00:00,17.4,100.0,0.10
2026-04-17T11:00:00+00:00,17.9,100.0,0.00
2026-04-17T12:00:00+00:00,18.4,99.0,0.10
2026-04-17T13:00:00+00:00,18.2,96.0,0.30
2026-04-17T14:00:00+00:00,18.0,98.0,0.80
2026-04-17T15:00:00+00:00,18.2,94.0,0.70
2026-04-17T16:00:00+00:00,19.5,84.0,0.30
2026-04-17T17:00:00+00:00,20.1,76.0,0.10
2026-04-17T18:00:00+00:00,19.7,81.0,0.10
2026-04-17T19:00:00+00:00,19.8,77.0,0.10
2026-04-17T20:00:00+00:00,18.7,82.0,0.00
2026-04-17T21:00:00+00:00,17.7,86.0,0.00
2026-04-17T22:00:00+00:00,17.1,88.0,0.00
2026-04-17T23:00:00+00:00,17.0,90.0,0.00
2026-04-18T00:00:00+00:00,16.8,94.0,0.00
2026-04-18T01:00:00+00:00,16.7,94.0,0.00
2026-04-18T02:00:00+00:00,16.4,95.0,0.00
2026-04-18T03:00:00+00:00,16.1,95.0,0.00
2026-04-18T04:00:00+00:00,15.9,94.0,0.00
2026-04-18T05:00:00+00:00,15.5,95.0,0.00
2026-04-18T06:00:00+00:00,14.8,96.0,0.00
2026-04-18T07:00:00+00:00,14.8,95.0,0.00
2026-04-18T08:00:00+00:00,14.6,96.0,0.00
2026-04-18T09:00:00+00:00,14.6,96.0,0.00
2026-04-18T10:00:00+00:00,14.6,97.0,0.00
2026-04-18T11:00:00+00:00,15.3,97.0,0.00
2026-04-18T12:00:00+00:00,17.1,95.0,0.00
2026-04-18T13:00:00+00:00,18.4,89.0,0.00
2026-04-18T14:00:00+00:00,19.9,80.0,0.00
2026-04-18T15:00:00+00:00,21.5,71.0,0.10
2026-04-18T16:00:00+00:00,22.3,65.0,0.10
2026-04-18T17:00:00+00:00,22.8,61.0,0.00
2026-04-18T18:00:00+00:00,23.1,59.0,0.00
2026-04-18T19:00:00+00:00,22.7,58.0,0.00
2026-04-18T20:00:00+00:00,21.7,64.0,0.00
2026-04-18T21:00:00+00:00,19.0,79.0,0.00
2026-04-18T22:00:00+00:00,17.1,87.0,0.00
2026-04-18T23:00:00+00:00,16.5,88.0,0.00
2026-04-19T00:00:00+00:00,15.8,88.0,0.00
2026-04-19T01:00:00+00:00,15.8,85.0,0.00
2026-04-19T02:00:00+00:00,15.8,83.0,0.00
2026-04-19T03:00:00+00:00,15.5,84.0,0.00
2026-04-19T04:00:00+00:00,14.8,86.0,0.00
2026-04-19T05:00:00+00:00,14.1,90.0,0.00
2026-04-19T06:00:00+00:00,13.5,90.0,0.00
2026-04-19T07:00:00+00:00,13.4,90.0,0.00
2026-04-19T08:00:00+00:00,13.5,90.0,0.00
2026-04-19T09:00:00+00:00,14.0,89.0,0.00
2026-04-19T10:00:00+00:00,14.3,93.0,0.00
2026-04-19T11:00:00+00:00,15.4,94.0,0.00
2026-04-19T12:00:00+00:00,18.5,86.0,0.00
2026-04-19T13:00:00+00:00,20.6,77.0,0.00
2026-04-19T14:00:00+00:00,22.4,68.0,0.00
2026-04-19T15:00:00+00:00,23.7,61.0,0.00
2026-04-19T16:00:00+00:00,24.4,55.0,0.00
2026-04-19T17:00:00+00:00,24.7,51.0,0.00
2026-04-19T18:00:00+00:00,25.0,44.0,0.00
2026-04-19T19:00:00+00:00,24.7,44.0,0.00
2026-04-19T20:00:00+00:00,23.2,62.0,0.00
2026-04-19T21:00:00+00:00,19.7,75.0,0.00
2026-04-19T22:00:00+00:00,17.5,82.0,0.00
2026-04-19T23:00:00+00:00,16.8,80.0,0.00
2026-04-20T00:00:00+00:00,16.3,83.0,0.00
2026-04-20T01:00:00+00:00,16.2,83.0,0.00
2026-04-20T02:00:00+00:00,15.8,83.0,0.00
2026-04-20T03:00:00+00:00,15.3,86.0,0.00
2026-04-20T04:00:00+00:00,15.4,89.0,0.00
2026-04-20T05:00:00+00:00,15.2,95.0,0.00
2026-04-20T06:00:00+00:00,15.4,98.0,0.00
2026-04-20T07:00:00+00:00,15.9,98.0,0.00
2026-04-20T08:00:00+00:00,16.3,97.0,0.00
2026-04-20T09:00:00+00:00,16.4,97.0,0.00
2026-04-20T10:00:00+00:00,16.3,96.0,0.00
2026-04-20T11:00:00+00:00,16.6,97.0,0.00
2026-04-20T12:00:00+00:00,17.3,94.0,0.00
2026-04-20T13:00:00+00:00,18.5,86.0,0.00
2026-04-20T14:00:00+00:00,19.7,79.0,0.00
2026-04-20T15:00:00+00:00,20.9,74.0,0.00
2026-04-20T16:00:00+00:00,21.8,68.0,0.00
2026-04-20T17:00:00+00:00,22.2,65.0,0.00
2026-04-20T18:00:00+00:00,20.2,74.0,0.00
2026-04-20T19:00:00+00:00,20.5,72.0,0.00
2026-04-20T20:00:00+00:00,19.8,76.0,0.00
2026-04-20T21:00:00+00:00,18.2,87.0,0.00
2026-04-20T22:00:00+00:00,17.0,97.0,0.00
2026-04-20T23:00:00+00:00,16.6,99.0,0.00
2026-04-21T00:00:00+00:00,17.0,99.0,0.00
2026-04-21T01:00:00+00:00,17.2,98.0,0.00
2026-04-21T02:00:00+00:00,16.8,98.0,0.00
2026-04-21T03:00:00+00:00,16.8,96.0,0.00
2026-04-21T04:00:00+00:00,16.7,95.0,0.30
2026-04-21T05:00:00+00:00,16.7,98.0,0.60
2026-04-21T06:00:00+00:00,17.5,99.0,0.20
2026-04-21T07:00:00+00:00,17.7,99.0,0.40
2026-04-21T08:00:00+00:00,17.1,98.0,0.00
2026-04-21T09:00:00+00:00,16.8,98.0,0.10
2026-04-21T10:00:00+00:00,16.0,97.0,0.10
2026-04-21T11:00:00+00:00,16.0,96.0,0.00
2026-04-21T12:00:00+00:00,17.8,90.0,0.00
2026-04-21T13:00:00+00:00,19.3,84.0,0.00
2026-04-21T14:00:00+00:00,19.7,82.0,0.00
2026-04-21T15:00:00+00:00,19.6,85.0,0.30
2026-04-21T16:00:00+00:00,19.9,84.0,0.10
2026-04-21T17:00:00+00:00,20.8,79.0,0.00
2026-04-21T18:00:00+00:00,20.8,83.0,0.00
2026-04-21T19:00:00+00:00,20.3,85.0,0.00
2026-04-21T20:00:00+00:00,19.5,90.0,0.20
2026-04-21T21:00:00+00:00,18.5,97.0,0.50
2026-04-21T22:00:00+00:00,17.9,99.0,0.30
2026-04-21T23:00:00+00:00,17.8,99.0,0.00
2026-04-22T00:00:00+00:00,17.4,99.0,0.10
2026-04-22T01:00:00+00:00,17.2,99.0,0.10
2026-04-22T02:00:00+00:00,17.3,99.0,0.00
2026-04-22T03:00:00+00:00,17.5,100.0,0.00
2026-04-22T04:00:00+00:00,16.7,98.0,0.00
2026-04-22T05:00:00+00:00,16.5,96.0,0.00
2026-04-22T06:00:00+00:00,16.9,97.0,0.00
2026-04-22T07:00:00+00:00,16.8,99.0,0.00
2026-04-22T08:00:00+00:00,16.9,100.0,0.10
2026-04-22T09:00:00+00:00,16.2,98.0,0.20
2026-04-22T10:00:00+00:00,15.7,98.0,0.00
2026-04-22T11:00:00+00:00,14.5,96.0,0.00
2026-04-22T12:00:00+00:00,14.1,92.0,0.00
2026-04-22T13:00:00+00:00,14.8,83.0,0.00
2026-04-22T14:00:00+00:00,15.2,79.0,0.00
2026-04-22T15:00:00+00:00,17.0,68.0,0.00
2026-04-22T16:00:00+00:00,18.4,62.0,0.00
2026-04-22T17:00:00+00:00,18.6,62.0,0.00
2026-04-22T18:00:00+00:00,18.1,66.0,0.00
2026-04-22T19:00:00+00:00,17.4,69.0,0.00
2026-04-22T20:00:00+00:00,16.6,73.0,0.00
2026-04-22T21:00:00+00:00,15.6,78.0,0.00
2026-04-22T22:00:00+00:00,13.8,87.0,0.00
2026-04-22T23:00:00+00:00,12.7,91.0,0.00
2026-04-23T00:00:00+00:00,12.1,93.0,0.00
2026-04-23T01:00:00+00:00,11.9,92.0,0.00
2026-04-23T02:00:00+00:00,11.9,91.0,0.00
2026-04-23T03:00:00+00:00,11.9,91.0,0.00
2026-04-23T04:00:00+00:00,12.4,91.0,0.40
2026-04-23T05:00:00+00:00,12.6,93.0,0.00
2026-04-23T06:00:00+00:00,11.6,96.0,0.00
2026-04-23T07:00:00+00:00,11.6,95.0,0.00
2026-04-23T08:00:00+00:00,10.7,96.0,0.00
2026-04-23T09:00:00+00:00,10.6,94.0,0.00
2026-04-23T10:00:00+00:00,11.2,90.0,0.00
2026-04-23T11:00:00+00:00,12.2,89.0,0.00
2026-04-23T12:00:00+00:00,15.3,81.0,0.00
2026-04-23T13:00:00+00:00,16.8,76.0,0.00
2026-04-23T14:00:00+00:00,18.1,65.0,0.00
2026-04-23T15:00:00+00:00,19.3,58.0,0.00
2026-04-23T16:00:00+00:00,20.2,52.0,0.00
2026-04-23T17:00:00+00:00,20.6,49.0,0.00
2026-04-23T18:00:00+00:00,20.7,48.0,0.00
2026-04-23T19:00:00+00:00,19.9,51.0,0.00
2026-04-23T20:00:00+00:00,18.1,63.0,0.00
2026-04-23T21:00:00+00:00,15.6,71.0,0.00
2026-04-23T22:00:00+00:00,14.0,75.0,0.00
2026-04-23T23:00:00+00:00,13.7,73.0,0.00
2026-04-24T00:00:00+00:00,12.7,75.0,0.00
2026-04-24T01:00:00+00:00,12.1,75.0,0.00
2026-04-24T02:00:00+00:00,11.8,75.0,0.00
2026-04-24T03:00:00+00:00,11.9,81.0,0.00
2026-04-24T04:00:00+00:00,12.1,90.0,0.00
2026-04-24T05:00:00+00:00,11.9,92.0,0.00
2026-04-24T06:00:00+00:00,10.4,95.0,0.00
2026-04-24T07:00:00+00:00,9.9,97.0,0.00
2026-04-24T08:00:00+00:00,9.9,96.0,0.00
2026-04-24T09:00:00+00:00,9.8,97.0,0.00
2026-04-24T10:00:00+00:00,9.3,99.0,0.00
2026-04-24T11:00:00+00:00,10.7,99.0,0.00
2026-04-24T12:00:00+00:00,14.4,91.0,0.00
2026-04-24T13:00:00+00:00,16.8,82.0,0.00
2026-04-24T14:00:00+00:00,18.3,72.0,0.00
2026-04-24T15:00:00+00:00,19.2,60.0,0.00
2026-04-24T16:00:00+00:00,20.1,51.0,0.00
2026-04-24T17:00:00+00:00,20.6,50.0,0.00
2026-04-24T18:00:00+00:00,21.0,50.0,0.00
2026-04-24T19:00:00+00:00,20.6,58.0,0.00
2026-04-24T20:00:00+00:00,19.6,68.0,0.00
2026-04-24T21:00:00+00:00,16.7,80.0,0.00
2026-04-24T22:00:00+00:00,16.1,78.0,0.00
2026-04-24T23:00:00+00:00,15.4,79.0,0.00
2026-04-25T00:00:00+00:00,13.7,86.0,0.00
2026-04-25T01:00:00+00:00,13.3,92.0,0.00
2026-04-25T02:00:00+00:00,13.2,96.0,0.00
2026-04-25T03:00:00+00:00,13.1,97.0,0.00
2026-04-25T04:00:00+00:00,13.4,98.0,0.00
2026-04-25T05:00:00+00:00,13.4,99.0,0.00
2026-04-25T06:00:00+00:00,13.3,99.0,0.00
2026-04-25T07:00:00+00:00,13.4,100.0,0.00
2026-04-25T08:00:00+00:00,13.7,100.0,0.00
2026-04-25T09:00:00+00:00,13.9,99.0,0.00
2026-04-25T10:00:00+00:00,14.1,100.0,0.00
2026-04-25T11:00:00+00:00,14.6,99.0,0.00
2026-04-25T12:00:00+00:00,15.4,99.0,0.00
2026-04-25T13:00:00+00:00,16.9,93.0,0.00
2026-04-25T14:00:00+00:00,18.6,84.0,0.00
2026-04-25T15:00:00+00:00,19.9,73.0,0.10
2026-04-25T16:00:00+00:00,20.6,67.0,0.10
2026-04-25T17:00:00+00:00,20.7,65.0,0.10
2026-04-25T18:00:00+00:00,21.1,64.0,0.10
2026-04-25T19:00:00+00:00,20.2,67.0,0.00
2026-04-25T20:00:00+00:00,18.5,75.0,0.00
2026-04-25T21:00:00+00:00,16.4,89.0,0.00
2026-04-25T22:00:00+00:00,15.2,94.0,0.00
2026-04-25T23:00:00+00:00,14.3,95.0,0.00
2026-04-26T00:00:00+00:00,13.6,95.0,0.00
2026-04-26T01:00:00+00:00,13.6,94.0,0.00
2026-04-26T02:00:00+00:00,13.7,92.0,0.00
2026-04-26T03:00:00+00:00,13.8,91.0,0.00
2026-04-26T04:00:00+00:00,13.6,94.0,0.00
2026-04-26T05:00:00+00:00,13.6,96.0,0.00
2026-04-26T06:00:00+00:00,12.8,97.0,0.00
2026-04-26T07:00:00+00:00,12.1,99.0,0.00
2026-04-26T08:00:00+00:00,12.1,100.0,0.00
2026-04-26T09:00:00+00:00,12.4,99.0,0.00
2026-04-26T10:00:00+00:00,12.5,98.0,0.00
2026-04-26T11:00:00+00:00,12.7,99.0,0.00
2026-04-26T12:00:00+00:00,13.8,96.0,0.00
2026-04-26T13:00:00+00:00,15.5,86.0,0.00
2026-04-26T14:00:00+00:00,17.0,77.0,0.00
2026-04-26T15:00:00+00:00,17.7,64.0,0.20
2026-04-26T16:00:00+00:00,17.8,53.0,0.00
2026-04-26T17:00:00+00:00,17.9,53.0,0.00
2026-04-26T18:00:00+00:00,14.4,75.0,1.00
2026-04-26T19:00:00+00:00,14.0,72.0,0.00
2026-04-26T20:00:00+00:00,13.5,56.0,0.10
2026-04-26T21:00:00+00:00,12.3,53.0,0.00
2026-04-26T22:00:00+00:00,11.1,55.0,0.00
2026-04-26T23:00:00+00:00,11.0,54.0,0.00
2026-04-27T00:00:00+00:00,9.3,59.0,0.00
2026-04-27T01:00:00+00:00,8.8,60.0,0.00
2026-04-27T02:00:00+00:00,8.4,64.0,0.00
2026-04-27T03:00:00+00:00,8.9,62.0,0.00
2026-04-27T04:00:00+00:00,9.2,66.0,0.00
2026-04-27T05:00:00+00:00,9.1,72.0,0.00
2026-04-27T06:00:00+00:00,8.5,80.0,0.00
2026-04-27T07:00:00+00:00,8.4,81.0,0.00
2026-04-27T08:00:00+00:00,8.5,82.0,0.00
2026-04-27T09:00:00+00:00,8.9,82.0,0.00
2026-04-27T10:00:00+00:00,9.0,81.0,0.00
2026-04-27T11:00:00+00:00,9.0,82.0,0.00
2026-04-27T12:00:00+00:00,9.4,85.0,0.00
2026-04-27T13:00:00+00:00,10.2,83.0,0.20
2026-04-27T14:00:00+00:00,11.0,81.0,0.10
2026-04-27T15:00:00+00:00,12.2,77.0,0.10
2026-04-27T16:00:00+00:00,12.7,76.0,0.20
2026-04-27T17:00:00+00:00,12.6,78.0,0.30
2026-04-27T18:00:00+00:00,13.2,75.0,0.10
2026-04-27T19:00:00+00:00,13.5,74.0,0.10
2026-04-27T20:00:00+00:00,12.9,75.0,0.10
2026-04-27T21:00:00+00:00,11.6,82.0,0.00
2026-04-27T22:00:00+00:00,10.9,85.0,0.00
2026-04-27T23:00:00+00:00,10.5,85.0,0.00
2026-04-28T00:00:00+00:00,9.5,83.0,0.00
2026-04-28T01:00:00+00:00,8.8,88.0,0.00
2026-04-28T02:00:00+00:00,8.5,89.0,0.00
2026-04-28T03:00:00+00:00,8.1,90.0,0.00
2026-04-28T04:00:00+00:00,7.9,88.0,0.00
2026-04-28T05:00:00+00:00,7.8,87.0,0.00
2026-04-28T06:00:00+00:00,6.5,92.0,0.00
2026-04-28T07:00:00+00:00,6.1,92.0,0.00
2026-04-28T08:00:00+00:00,5.8,92.0,0.00
2026-04-28T09:00:00+00:00,5.6,91.0,0.00
2026-04-28T10:00:00+00:00,5.3,90.0,0.00
2026-04-28T11:00:00+00:00,6.4,83.0,0.00
2026-04-28T12:00:00+00:00,8.7,75.0,0.00
2026-04-28T13:00:00+00:00,10.4,66.0,0.00
2026-04-28T14:00:00+00:00,12.0,59.0,0.00
2026-04-28T15:00:00+00:00,13.2,54.0,0.00
2026-04-28T16:00:00+00:00,13.5,48.0,0.00
2026-04-28T17:00:00+00:00,13.6,48.0,0.00
2026-04-28T18:00:00+00:00,14.6,44.0,0.00
2026-04-28T19:00:00+00:00,14.1,47.0,0.00
2026-04-28T20:00:00+00:00,13.2,53.0,0.00
2026-04-28T21:00:00+00:00,11.4,59.0,0.00
2026-04-28T22:00:00+00:00,10.6,61.0,0.00
2026-04-28T23:00:00+00:00,10.3,61.0,0.00
2026-04-29T00:00:00+00:00,9.1,66.0,0.00
2026-04-29T01:00:00+00:00,8.7,68.0,0.00
2026-04-29T02:00:00+00:00,8.7,70.0,0.00
2026-04-29T03:00:00+00:00,8.8,68.0,0.00
2026-04-29T04:00:00+00:00,8.7,68.0,0.00
2026-04-29T05:00:00+00:00,8.8,70.0,0.00
2026-04-29T06:00:00+00:00,8.1,74.0,0.00
2026-04-29T07:00:00+00:00,7.8,77.0,0.00
2026-04-29T08:00:00+00:00,7.8,80.0,0.00
2026-04-29T09:00:00+00:00,7.9,80.0,0.00
2026-04-29T10:00:00+00:00,8.1,79.0,0.00
2026-04-29T11:00:00+00:00,9.0,76.0,0.00
2026-04-29T12:00:00+00:00,11.3,74.0,0.00
2026-04-29T13:00:00+00:00,13.5,67.0,0.00
2026-04-29T14:00:00+00:00,14.8,65.0,0.00
2026-04-29T15:00:00+00:00,16.3,62.0,0.00
2026-04-29T16:00:00+00:00,16.2,65.0,0.00
2026-04-29T17:00:00+00:00,16.5,64.0,0.00
2026-04-29T18:00:00+00:00,17.6,60.0,0.00
2026-04-29T19:00:00+00:00,17.5,63.0,0.00
2026-04-29T20:00:00+00:00,17.3,66.0,0.00
2026-04-29T21:00:00+00:00,15.8,73.0,0.00
2026-04-29T22:00:00+00:00,14.5,81.0,0.00
2026-04-29T23:00:00+00:00,13.2,89.0,0.00
2026-04-30T00:00:00+00:00,11.9,91.0,0.00
2026-04-30T01:00:00+00:00,11.3,90.0,0.00
2026-04-30T02:00:00+00:00,11.0,90.0,0.00
2026-04-30T03:00:00+00:00,10.5,90.0,0.00
2026-04-30T04:00:00+00:00,9.8,89.0,0.00
2026-04-30T05:00:00+00:00,9.6,89.0,0.00
2026-04-30T06:00:00+00:00,8.6,90.0,0.00
2026-04-30T07:00:00+00:00,8.2,92.0,0.00
2026-04-30T08:00:00+00:00,8.4,90.0,0.00
2026-04-30T09:00:00+00:00,8.7,87.0,0.00
2026-04-30T10:00:00+00:00,9.0,84.0,0.00
2026-04-30T11:00:00+00:00,9.3,87.0,0.00
2026-04-30T12:00:00+00:00,12.9,82.0,0.00
2026-04-30T13:00:00+00:00,15.2,71.0,0.00
2026-04-30T14:00:00+00:00,17.0,56.0,0.00
2026-04-30T15:00:00+00:00,18.2,53.0,0.00
2026-04-30T16:00:00+00:00,19.0,52.0,0.00
2026-04-30T17:00:00+00:00,19.4,52.0,0.00
2026-04-30T18:00:00+00:00,20.2,51.0,0.00
2026-04-30T19:00:00+00:00,20.0,54.0,0.00
2026-04-30T20:00:00+00:00,18.6,67.0,0.00
2026-04-30T21:00:00+00:00,15.4,77.0,0.00
2026-04-30T22:00:00+00:00,13.9,83.0,0.00
2026-04-30T23:00:00+00:00,13.4,87.0,0.00
2026-05-01T00:00:00+00:00,13.1,90.0,0.00
